Wasp ID,Cell number,Spider family,Spider genus,Carapace width (mm),Body length (mm)
m,c1,Nephilidae,Nephila,3.41,13.02
m,c2 ,Nephilidae,Nephila,3.18,10.8
m,c2 ,Nephilidae,Nephila,3.51,13.06
m,c2 ,Nephilidae,Nephila,,
m,c4,Nephilidae,Nephila,,
m,c4,Nephilidae,Nephila,,
m,c4,Nephilidae,Nephila,,
m,c4,Nephilidae,Nephila,,
m,c4,Nephilidae,Nephila,,
m,c4,Nephilidae,Nephila,,
n,c1,Araneidae,Mecynogea,1.09,5.08
n,c1,Araneidae,Mecynogea,2.15,5.61
n,c1,Araneidae,Mecynogea,2.02,5.65
n,c1,Araneidae,Mecynogea,2.06,5.73
n,c1,Araneidae,Mecynogea,2.03,6
n,c1,Araneidae,Mecynogea,2.15,6.06
n,c1,Araneidae,Mecynogea,1.76,6.26
n,c1,Araneidae,Mecynogea,1.71,6.45
n,c1,Araneidae,Argiope,1.5,6.5
n,c1,Araneidae,Mecynogea,2.47,6.54
n,c1,Araneidae,Mecynogea,1.62,6.79
n,c1,Araneidae,Mecynogea,2.5,7.22
n,c1,Araneidae,Mecynogea,,
n,c1,Araneidae,Mecynogea,,
n,c1,Araneidae,Mecynogea,,
n,c1,Araneidae,Mecynogea,,
n,c2,Araneidae,Mecynogea,1.54,5.3
n,c2,Araneidae,Mecynogea,1.94,5.5
n,c2,Araneidae,Mecynogea,2.14,5.92
n,c2,Araneidae,Mecynogea,1.75,5.96
n,c2,Araneidae,Mecynogea,1.98,6.13
n,c2,Araneidae,Mecynogea,2.11,6.28
n,c2,Araneidae,Mecynogea,2.21,6.29
n,c2,Araneidae,Mecynogea,2.1,6.49
n,c2,Araneidae,Mecynogea,1.64,6.63
n,c2,Araneidae,Mecynogea,2.11,6.66
n,c2,Araneidae,Mecynogea,2.21,6.79
n,c2,Araneidae,Mecynogea,1.88,6.98
n,c2,Araneidae,Argiope,2.53,7.36
n,c2,Araneidae,Mecynogea,2.12,7.47
n,c2,Araneidae,Mecynogea,2.36,9.53
n,c2,Araneidae,Mecynogea,2.11,719
n,c2,Araneidae,,,
n,c2,Nephilidae,Nephila,2.45,9.08
n,c3,Araneidae,Mecynogea,1.8,4.74
n,c3,Araneidae,Mecynogea,1.35,4.94
n,c3,Araneidae,Mecynogea,2.3,5.05
n,c3,Araneidae,Mecynogea,2.12,5.18
n,c3,Araneidae,Mecynogea,1.98,5.38
n,c3,Araneidae,Mecynogea,2.31,5.79
n,c3,Araneidae,Mecynogea,2.17,5.81
n,c3,Araneidae,Mecynogea,1.88,5.86
n,c3,Araneidae,Mecynogea,1.9,5.91
n,c3,Araneidae,Mecynogea,1.52,5.92
n,c3,Araneidae,Mecynogea,1.92,6.12
n,c3,Araneidae,Mecynogea,2.18,6.22
n,c3,Araneidae,Mecynogea,2.14,6.38
n,c3,Nephilidae,Nephila,1.92,5.61
n,c3,Nephilidae,Nephila,1.51,6.64
n,c3,Nephilidae,Nephila,1.92,7.74
n,c3,Nephilidae,Nephila,2.7,9.85
n,c3,Nephilidae,Nephila,2.98,10.89
o,c1,Nephilidae,Nephila,,
o,c1,Nephilidae,Nephila,,
o,c1,Nephilidae,Nephila,,
o,c1,Nephilidae,Nephila,,
o,c1,Nephilidae,Nephila,,
o,c1,Nephilidae,Nephila,,
o,c1,Nephilidae,Nephila,,
o,c1,Nephilidae,Nephila,,
o,c1,Nephilidae,Nephila,,
o,c1,Nephilidae,Nephila,,
o,c2,Nephilidae,Nephila,1.62,5.32
o,c2,Nephilidae,Nephila,1.57,6.15
o,c2,Nephilidae,Nephila,1.53,6.17
o,c2,Nephilidae,Nephila,1.75,7.54
o,c2,Nephilidae,Nephila,2.09,8.02
o,c2,Nephilidae,Nephila,2.55,8.9
o,c2,Nephilidae,Nephila,2.02,9.37
o,c2,Nephilidae,Nephila,2.29,9.61
o,c2,Nephilidae,Nephila,1.34,
o,c2,Nephilidae,Nephila,1.7,
o,c2,Nephilidae,Nephila,1.75,
o,c2,Nephilidae,Nephila,1.82,
o,c2,Nephilidae,Nephila,1.92,
o,c2,Nephilidae,Nephila,2.25,
o,c2,Nephilidae,Nephila,,
o,c3,Nephilidae,Nephila,1.45,6.41
o,c3,Nephilidae,Nephila,1.69,6.52
o,c3,Nephilidae,Nephila,1.53,6.54
o,c3,Nephilidae,Nephila,1.81,6.76
o,c3,Nephilidae,Nephila,2.1,6.76
o,c3,Nephilidae,Nephila,1.71,6.94
o,c3,Nephilidae,Nephila,1.75,6.99
o,c3,Nephilidae,Nephila,1.52,7.21
o,c3,Nephilidae,Nephila,1.88,7.41
o,c3,Nephilidae,Nephila,2.1,7.88
o,c3,Nephilidae,Nephila,2,7.91
o,c3,Nephilidae,Nephila,2.31,8.56
o,c3,Nephilidae,Nephila,2.44,9.44
o,c3,Nephilidae,Nephila,2.29,11.04
s,c1,Nephilidae,Nephila,0.98,4.32
s,c1,Nephilidae,Nephila,1.32,5.01
s,c1,Nephilidae,Nephila,1.5,5.44
s,c1,Nephilidae,Nephila,1.52,6.27
s,c1,Nephilidae,Nephila,1.93,6.55
s,c1,Nephilidae,Nephila,1.92,6.57
s,c1,Nephilidae,Nephila,2.04,6.92
s,c1,Nephilidae,Nephila,1.82,7.21
s,c1,Nephilidae,Nephila,2.23,8.42
s,c1,Nephilidae,Nephila,1.95,8.54
s,c1,Nephilidae,Nephila,2.24,9.62
s,c1,Nephilidae,Nephila,2.12,12.05
s,c1,Nephilidae,Nephila,1.76,
s,c2 ,Araneidae,Araneus ,1.9,4.57
s,c2 ,Araneidae,Neoscona ,1.66,5.08
s,c2 ,Araneidae,Araneus ,1.55,5.33
s,c2 ,Araneidae,Araneus ,2.24,5.71
s,c2 ,Araneidae,Larinia,2.33,
s,c2 ,Araneidae,,,
s,c2 ,Nephilidae,Nephila,1.94,8.36
s,c2 ,Nephilidae,Nephila,2.3,8.52
s,c2 ,Nephilidae,Nephila,1.89,8.59
s,c2 ,Nephilidae,Nephila,,
s,c2 ,Pisauridae,Pisaurina ,2.51,10.47
s,c3,Nephilidae,Nephila,1.37,5.72
s,c3,Nephilidae,Nephila,1.64,6.83
s,c3,Nephilidae,Nephila,,6.86
s,c3,Nephilidae,Nephila,1.56,7.04
s,c3,Nephilidae,Nephila,1.76,7.13
s,c3,Nephilidae,Nephila,1.69,7.33
s,c3,Nephilidae,Nephila,1.77,7.41
s,c3,Nephilidae,Nephila,1.71,7.76
s,c3,Nephilidae,Nephila,2.34,8.95
s,c3,Nephilidae,Nephila,2.13,9.08
s,c3,Nephilidae,Nephila,2.36,9.49
s,c3,Nephilidae,Nephila,2.45,9.95
s,c3,Nephilidae,Nephila,2.19,10.22
s,c3,Nephilidae,Nephila,,
s,c3,Nephilidae,Nephila,,
s,c4,Araneidae,Araneus ,1.79,5.45
s,c4,Nephilidae,Nephila,1.21,4.78
s,c4,Nephilidae,Nephila,1.34,4.95
s,c4,Nephilidae,Nephila,1.43,5.1
s,c4,Nephilidae,Nephila,1.4,5.35
s,c4,Nephilidae,Nephila,1.68,5.89
s,c4,Nephilidae,Nephila,1.54,5.94
s,c4,Nephilidae,Nephila,1.41,5.99
s,c4,Nephilidae,Nephila,1.67,7.25
s,c4,Nephilidae,Nephila,1.66,7.36
s,c4,Nephilidae,Nephila,1.86,7.75
s,c4,Nephilidae,Nephila,2.14,7.75
s,c4,Nephilidae,Nephila,2.58,8.05
s,c4,Nephilidae,Nephila,1.76,8.22
s,c4,Nephilidae,Nephila,1.95,8.57
s,c4,Nephilidae,Nephila,2.31,9.82
s,c4,Nephilidae,Nephila,2.52,10.24
s,c4,Nephilidae,Nephila,2.51,11.58
s,c4,Nephilidae,Nephila,1.46,
s,c5,Nephilidae,Nephila,1.37,4.73
s,c5,Nephilidae,Nephila,1.55,5.21
s,c5,Nephilidae,Nephila,1.69,6.45
s,c5,Nephilidae,Nephila,1.57,6.75
s,c5,Nephilidae,Nephila,1.58,7.15
s,c5,Nephilidae,Nephila,1.73,7.17
s,c5,Nephilidae,Nephila,1.84,7.39
s,c5,Nephilidae,Nephila,1.96,7.55
s,c5,Nephilidae,Nephila,1.93,7.77
s,c5,Nephilidae,Nephila,1.98,7.85
s,c5,Nephilidae,Nephila,1.77,8.33
s,c5,Nephilidae,Nephila,2.13,8.68
s,c5,Nephilidae,Nephila,2.66,9.13
s,c5,Nephilidae,Nephila,2.71,10.21
s,c5,Nephilidae,Nephila,2.61,11.59
s,c5,Nephilidae,Nephila,1.95,
b,c4,Nephilidae,Nephila,2.35,9.94
b,c4,Nephilidae,Nephila,2.22,8.81
b,c4,Nephilidae,Nephila,3.55,12.93
bb,c3,Anyphaneidae,Hibana,2.73,7.82
bb,c3,Anyphaneidae,Hibana,2.87,9.92
bb,c3,Anyphaneidae,Hibana,2.25,8.58
bb,c3,Anyphaneidae,Hibana,2.29,7.78
bb,c3,Anyphaneidae,Hibana,2.07,6.24
bb,c3,Anyphaneidae,Hibana,2.52,6.94
bb,c3,Anyphaneidae,Hibana,2.45,6.48
bb,c3,Anyphaneidae,Hibana,2.73,7.39
bb,c3,Anyphaneidae,Hibana,2.18,6.89
bb,c3,Anyphaneidae,Hibana,2.83,9.43
bb,c3,Anyphaneidae,Hibana,2.44,7.69
bb,c3,Anyphaneidae,Hibana,2.35,7.63
bb,c3,Anyphaneidae,Hibana,1.7,6.28
bb,c5,Anyphaenidae,Hibana,2.7,8.69
bb,c5,Anyphaenidae,Hibana,2.33,
bb,c5,Anyphaenidae,Hibana,2.12,7.51
bb,c5,Anyphaenidae,Hibana,2.07,6.5
bb,c5,Anyphaenidae,Hibana,2.26,7.27
bb,c5,Anyphaenidae,Hibana,1.86,6
bb,c5,Anyphaenidae,Hibana,2,7.6
bb,c5,Anyphaenidae,Hibana,1.9,
bb,c5,Anyphaenidae,Hibana,2.81,8
bb,c5,Anyphaenidae,Hibana,2.71,8.27
bb,c5,Anyphaenidae,Hibana,1.98,7.03
bb,c5,Anyphaenidae,Hibana,2.1,6.98
bb,c5,Anyphaenidae,Hibana,2.39,7.64
bb,c5,Anyphaenidae,Hibana,2.26,5.89
bb,c5,Anyphaenidae,Hibana,2.07,
c,c1,Araneidae,,,
c,c1,Nephilidae,Nephila,,
c,c1,Nephilidae,Nephila,,
c,c1,Nephilidae,Nephila,,
c,c1,Nephilidae,Nephila,,
c,c1,Nephilidae,Nephila,,
c,c1,Nephilidae,Nephila,,
c,c1,Nephilidae,Nephila,,
c,c1,Nephilidae,Nephila,2.13,9.93
c,c1,Nephilidae,Nephila,2,7.21
c,c1,Nephilidae,Nephila,2.25,8.47
c,c2,Nephilidae,Nephila,,
c,c2,Nephilidae,Nephila,,
c,c2,Nephilidae,Nephila,,
c,c2,Nephilidae,Nephila,2.47,8.81
c,c2,Nephilidae,Nephila,2.24,9.26
c,c2,Nephilidae,Nephila,2.07,8.45
c,c2,Nephilidae,Nephila,2.45,9.69
c,c2,Nephilidae,Nephila,2.41,9.63
c,c2,Nephilidae,Nephila,1.51,7.12
c,c2,Nephilidae,Nephila,2.04,8.78
c,c2,Nephilidae,Nephila,1.6,6.49
c,c2,Nephilidae,Nephila,1.62,7.3
c,c2,Nephilidae,Nephila,1.36,6.1
c,c2,Nephilidae,Nephila,1.52,6.55
c,c2,Nephilidae,Nephila,1.79,6.52
c,c3,Nephilidae,Nephila,1.57,6.5
c,c3,Nephilidae,Nephila,2.67,10.37
c,c3,Nephilidae,Nephila,2.37,11.62
c,c3,Nephilidae,Nephila,2.78,9.46
c,c3,Nephilidae,Nephila,2.36,9.63
c,c3,Nephilidae,Nephila,1.66,8.13
c,c3,Nephilidae,Nephila,1.98,7.47
c,c3,Nephilidae,Nephila,1.73,6.2
c,c3,Nephilidae,Nephila,1.82,6.94
c,c3,Nephilidae,Nephila,1.66,6.62
c,c3,Nephilidae,Nephila,1.68,7.75
c,c3,Nephilidae,Nephila,1.59,7.09
c,c3,Nephilidae,Nephila,1.7,7.22
c,c3,Nephilidae,Nephila,1.51,5.55
c,c3,Nephilidae,Nephila,1.81,
c,c7,Araneidae,,2.39,8.49
c,c7,Nephilidae,Nephila,1.38,6.71
c,c7,Nephilidae,Nephila,2.12,8.54
c,c7,Nephilidae,Nephila,1.35,5.53
c,c7,Nephilidae,Nephila,1.69,6.84
c,c7,Nephilidae,Nephila,1.59,6.63
c,c7,Nephilidae,Nephila,2.38,8.91
c,c7,Nephilidae,Nephila,,
c,c7,Nephilidae,Nephila,,
c,c7,Nephilidae,Nephila,,
c,c7,Nephilidae,Nephila,,
c,c7,Nephilidae,Nephila,,
c,c7,Nephilidae,Nephila,,
c,c7,Nephilidae,Nephila,,
c,c7,Nephilidae,Nephila,,
c,c7,Nephilidae,Nephila,,
c,c7,Nephilidae,Nephila,,
c,c7,Nephilidae,Nephila,,
cc,c1,Araneidae,Araneus,,
cc,c2 ,Araneidae,Araneus,2.3,6.91
cc,c2 ,Araneidae,Araneus,2.32,5.34
cc,c2 ,Araneidae,,2.08,5.41
cc,c2 ,Araneidae,Neoscona ,1.56,4.48
cc,c2 ,Araneidae,Argiope,1.91,6.58
cc,c2 ,Araneidae,Araneus,1.3,3.3
cc,c2 ,Araneidae,Araneus,1.41,4.18
cc,c2 ,Araneidae,,1.6,
cc,c2 ,Araneidae,Neoscona,1.79,3.72
cc,c2 ,Nephilidae,Nephila,2.65,10.03
cc,c2 ,Nephilidae,Nephila,1.6,6.82
cc,c2 ,Nephilidae,Nephila,1.54,
cc,c2 ,Nephilidae,Nephila,1.57,
cc,c2 ,Nephilidae,Nephila,1.43,
cc,c2 ,Nephilidae,Nephila,1.9,
dd,c1,Nephilidae,Nephila,1.97,7.31
dd,c1,Nephilidae,Nephila,2.19,8.13
dd,c1,Nephilidae,Nephila,1.35,6.53
dd,c1,Nephilidae,Nephila,2.3,9.36
dd,c1,Nephilidae,Nephila,1.3,5.41
dd,c1,Nephilidae,Nephila,2.31,8.25
dd,c1,Nephilidae,Nephila,1.65,6.45
dd,c1,Nephilidae,Nephila,1.46,6.35
f,c2,Nephilidae,Nephila,2.34,11.22
f,c2,Nephilidae,Nephila,1.99,10.2
f,c2,Nephilidae,Nephila,2.22,8.28
f,c2,Nephilidae,Nephila,1.58,7.35
f,c2,Nephilidae,Nephila,1.84,9.15
f,c2,Nephilidae,Nephila,2.23,9.4
f,c2,Nephilidae,Nephila,1.98,9.35
f,c2,Nephilidae,Nephila,2.32,8.93
f,c2,Nephilidae,Nephila,1.62,6.69
f,c2,Nephilidae,Nephila,1.77,7.04
f,c2,Nephilidae,Nephila,1.75,7.17
f,c2,Nephilidae,Nephila,1.71,7.46
f,c2,Nephilidae,Nephila,2.86,11.21
f,c5,Araneidae,,1.86,5.71
f,c5,Nephilidae,Nephila,2.17,8.81
f,c5,Nephilidae,Nephila,2.12,8.24
f,c5,Nephilidae,Nephila,1.83,7.68
f,c5,Nephilidae,Nephila,,
f,c5,Nephilidae,Nephila,,
f,c5,Nephilidae,Nephila,,
f,c5,Nephilidae,Nephila,,
f,c5,Nephilidae,Nephila,,
f,c5,Nephilidae,Nephila,,
f,c5,Nephilidae,Nephila,,
f,c5,Nephilidae,Nephila,,
f,c5,Nephilidae,Nephila,,
f,c5,Nephilidae,Nephila,,
f,c5,Nephilidae,Nephila,,
g,c3,Nephilidae,Nephila,1.71,5.82
g,c3,Nephilidae,Nephila,1.27,4.97
g,c3,Nephilidae,Nephila,1.67,6.26
g,c3,Nephilidae,Nephila,1.7,6.69
g,c3,Nephilidae,Nephila,1.63,7.6
g,c3,Nephilidae,Nephila,2.09,6.99
g,c3,Nephilidae,Nephila,1.95,7.94
g,c3,Nephilidae,Nephila,2.91,8.76
g,c3,Nephilidae,Nephila,2.76,9.57
g,c3,Nephilidae,Nephila,1.22,6.34
g,c3,Nephilidae,Nephila,1.97,7.57
g,c3,Nephilidae,Nephila,1.63,7.06
g,c3,Nephilidae,Nephila,2.55,7.91
g,c3,Nephilidae,Nephila,2.08,9.01
g,c3,Nephilidae,Nephila,,
g,c3,Nephilidae,Nephila,2.78,10.19
g,c4,Nephilidae,Nephila,2.33,10.43
g,c4,Nephilidae,Nephila,1.96,9.69
g,c4,Nephilidae,Nephila,2.16,9.45
g,c4,Nephilidae,Nephila,2,9.49
g,c4,Nephilidae,Nephila,1.62,
g,c4,Nephilidae,Nephila,1.63,6.63
g,c4,Nephilidae,Nephila,2.01,8.36
g,c4,Nephilidae,Nephila,2.05,8.17
g,c4,Nephilidae,Nephila,1.52,6.89
g,c4,Nephilidae,Nephila,1.61,7.63
g,c4,Nephilidae,Nephila,1.45,6.76
g,c4,Nephilidae,Nephila,1.7,7.11
g,c4,Nephilidae,Nephila,1.34,5.91
g,c4,Salticidae,Eris ,1.73,5.17
g,c5,Nephilidae,Nephila,1.72,10.22
g,c5,Nephilidae,Nephila,1.15,5.52
g,c5,Nephilidae,Nephila,1.18,5.61
g,c5,Nephilidae,Nephila,2.52,9.46
g,c5,Nephilidae,Nephila,1.82,
g,c5,Nephilidae,Nephila,,6.1
g,c5,Nephilidae,Nephila,1.78,
g,c5,Nephilidae,Nephila,1.26,5.76
g,c5,Nephilidae,Nephila,1.03,
g,c5,Nephilidae,Nephila,1.07,
g,c6,Nephilidae,Nephila,1.51,7.57
g,c6,Nephilidae,Nephila,3.1,11.35
g,c6,Nephilidae,Nephila,2.36,10.17
g,c6,Nephilidae,Nephila,1.59,8.08
g,c6,Nephilidae,Nephila,2.39,10.59
g,c6,Nephilidae,Nephila,1.54,7.14
g,c6,Nephilidae,Nephila,2.72,12.28
g,c6,Nephilidae,Nephila,2.54,10.81
g,c6,Nephilidae,Nephila,2.44,8.93
g,c6,Nephilidae,Nephila,1.69,6.17
j,c4,Nephilidae,Nephila,3.75,12.98
j,c4,Nephilidae,Nephila,1.59,6.05
j,c4,Nephilidae,Nephila,1.51,7.08
j,c4,Nephilidae,Nephila,1.49,6.45
j,c4,Nephilidae,Nephila,1.65,6.91
j,c4,Nephilidae,Nephila,2.21,9.42
j,c4,Nephilidae,Nephila,2.02,7.58
j,c4,Nephilidae,Nephila,1.42,6.22
j,c4,Nephilidae,Nephila,1.84,7.8
j,c4,Nephilidae,Nephila,1.97,7.74
j,c4,Nephilidae,Nephila,,
j,c4,Nephilidae,Nephila,2.14,
j,c4,Nephilidae,Nephila,2.43,
j,c7,Araneidae,,2.06,
j,c7,Araneidae,,,
j,c7,Nephilidae,Nephila,1.61,6.75
j,c7,Nephilidae,Nephila,1.64,6
j,c7,Nephilidae,Nephila,2.29,8.14
j,c7,Nephilidae,Nephila,2.18,9.18
j,c7,Nephilidae,Nephila,1.76,7.5
j,c7,Nephilidae,Nephila,1.54,5.98
j,c7,Nephilidae,Nephila,1.91,7.93
j,c7,Nephilidae,Nephila,1.45,5.86
j,c7,Nephilidae,Nephila,1.16,4.95
j,c7,Nephilidae,Nephila,1.36,7.68
j,c7,Nephilidae,Nephila,1.92,7.65
j,c7,Nephilidae,Nephila,1.36,4.63
j,c7,Nephilidae,Nephila,2.55,9.49
j,c7,Nephilidae,Nephila,1.47,6.57
j,c7,Nephilidae,Nephila,2.08,7.69
j,c7,Nephilidae,Nephila,1.66,6.42
j,c7,Nephilidae,Nephila,1.57,6.04
j,c7,Nephilidae,Nephila,1.4,5.19
j,c7,Nephilidae,Nephila,1.34,6.44
j,c8,Nephilidae,Nephila,2.24,10
j,c8,Nephilidae,Nephila,2.35,10.85
j,c8,Nephilidae,Nephila,1.8,7.15
j,c8,Nephilidae,Nephila,2.5,10.65
j,c8,Nephilidae,Nephila,2.04,7.92
j,c8,Nephilidae,Nephila,1.74,5.95
j,c8,Nephilidae,Nephila,1.69,7.6
j,c8,Nephilidae,Nephila,1.44,6.58
j,c8,Nephilidae,Nephila,1.68,7.29
j,c8,Nephilidae,Nephila,1.62,7.4
j,c8,Nephilidae,Nephila,1.53,7.52
j,c8,Nephilidae,Nephila,1.92,7.55
j,c8,Nephilidae,Nephila,1.55,6.78
j,c8,Nephilidae,Nephila,1.8,7
j,c8,Nephilidae,Nephila,1.4,6.73
j,c9,Araneidae,,2.55,6.35
j,c9,Nephilidae,Nephila,1.46,6.43
j,c9,Nephilidae,Nephila,1.27,5.23
j,c9,Nephilidae,Nephila,1.92,7.31
j,c9,Nephilidae,Nephila,2.13,8.23
j,c9,Nephilidae,Nephila,2.26,8.75
j,c9,Nephilidae,Nephila,1.59,5.54
j,c9,Nephilidae,Nephila,1.57,6.59
j,c9,Nephilidae,Nephila,,
j,c9,Nephilidae,Nephila,,
j,c9,Nephilidae,Nephila,,
j,c9,Nephilidae,Nephila,,
j,c9,Nephilidae,Nephila,,
j,c9,Nephilidae,Nephila,,
j,c9,Nephilidae,Nephila,,
j,c9,Nephilidae,Nephila,,
m,c3,Nephilidae,Nephila,2.81,10.8
m,c3,Nephilidae,Nephila,,
m,c3,Nephilidae,Nephila,1.81,6.58
m,c3,Nephilidae,Nephila,2.33,7.27
m ,c3,Araneidae,Argiope,,
n,c4,Araneidae,Mecynogea,2.33,7.63
n,c4,Araneidae,Mecynogea,2.4,7.04
n,c4,Araneidae,Mecynogea,2.05,6.55
n,c4,Araneidae,Mecynogea,2.31,8.06
n,c4,Araneidae,Mecynogea,2.11,6.36
n,c4,Araneidae,Mecynogea,2.22,
n,c4,Araneidae,Argiope,1.62,6.49
n,c4,Araneidae,Mecynogea,1.42,5.25
n,c4,Araneidae,Mecynogea,1.99,6.31
n,c4,Araneidae,Mecynogea,2.07,6.51
n,c4,Araneidae,Mecynogea,2.41,6.93
n,c4,Araneidae,Mecynogea,2.24,6.63
n,c4,Araneidae,Mecynogea,2.19,6.72
n,c4,Araneidae,Mecynogea,1.36,5.1
n,c4,Araneidae,Mecynogea,1.97,6.09
n,c4,Nephilidae,Nephila,2.23,9.47
n,c4,Nephilidae,Nephila,1.67,6.42
n,c4,Nephilidae,Nephila,2.15,8.03
