Query ID,Best ID,Search DB,,
ASV_1001,No match,COI SPECIES DATABASE,,
ASV_1002,No match,COI SPECIES DATABASE,,
ASV_1003,Phisis holdhausi,COI SPECIES DATABASE,99.35,85.71
ASV_1004,No match,COI SPECIES DATABASE,,
ASV_1005,No match,COI SPECIES DATABASE,,
ASV_1006,No match,COI SPECIES DATABASE,,
ASV_1007,Gaurax bicoloripes,COI SPECIES DATABASE,100,92.94
ASV_1008,No match,COI SPECIES DATABASE,,
ASV_1009,No match,COI SPECIES DATABASE,,
ASV_1010,Scytodes longipes,COI SPECIES DATABASE,98.35,84.82
ASV_1011,No match,COI SPECIES DATABASE,,
ASV_1012,No match,COI SPECIES DATABASE,,
ASV_1013,No match,COI SPECIES DATABASE,,
ASV_1014,No match,COI SPECIES DATABASE,,
ASV_1015,No match,COI SPECIES DATABASE,,
ASV_1016,No match,COI SPECIES DATABASE,,
ASV_1017,No match,COI SPECIES DATABASE,,
ASV_1018,No match,COI SPECIES DATABASE,,
ASV_1019,No match,COI SPECIES DATABASE,,
ASV_1020,No match,COI SPECIES DATABASE,,
ASV_1021,No match,COI SPECIES DATABASE,,
ASV_1022,No match,COI SPECIES DATABASE,,
ASV_1023,Conoderus pallipes,COI SPECIES DATABASE,100,86.18
ASV_1024,No match,COI SPECIES DATABASE,,
ASV_1025,No match,COI SPECIES DATABASE,,
ASV_1026,No match,COI SPECIES DATABASE,,
ASV_1027,No match,COI SPECIES DATABASE,,
ASV_1028,No match,COI SPECIES DATABASE,,
ASV_1029,No match,COI SPECIES DATABASE,,
ASV_1030,No match,COI SPECIES DATABASE,,
ASV_1031,No match,COI SPECIES DATABASE,,
ASV_1032,Ornebius novarae,COI SPECIES DATABASE,99.01,83.51
ASV_1033,No match,COI SPECIES DATABASE,,
ASV_1034,No match,COI SPECIES DATABASE,,
ASV_1035,Heteropoda venatoria,COI SPECIES DATABASE,100,90.67
ASV_1036,No match,COI SPECIES DATABASE,,
ASV_1037,No match,COI SPECIES DATABASE,,
ASV_1038,No match,COI SPECIES DATABASE,,
ASV_1039,No match,COI SPECIES DATABASE,,
ASV_1040,No match,COI SPECIES DATABASE,,
ASV_1041,No match,COI SPECIES DATABASE,,
ASV_1042,No match,COI SPECIES DATABASE,,
ASV_1043,No match,COI SPECIES DATABASE,,
ASV_1044,No match,COI SPECIES DATABASE,,
ASV_1045,No match,COI SPECIES DATABASE,,
ASV_1046,Salmo salar,COI SPECIES DATABASE,100,100
ASV_1047,No match,COI SPECIES DATABASE,,
ASV_1048,No match,COI SPECIES DATABASE,,
ASV_1049,No match,COI SPECIES DATABASE,,
ASV_1050,No match,COI SPECIES DATABASE,,
ASV_1051,No match,COI SPECIES DATABASE,,
ASV_1052,No match,COI SPECIES DATABASE,,
ASV_1053,No match,COI SPECIES DATABASE,,
ASV_1054,No match,COI SPECIES DATABASE,,
ASV_1055,No match,COI SPECIES DATABASE,,
ASV_1056,Linepithema humile,COI SPECIES DATABASE,100,100
ASV_1057,No match,COI SPECIES DATABASE,,
ASV_1058,No match,COI SPECIES DATABASE,,
ASV_1059,No match,COI SPECIES DATABASE,,
ASV_1060,No match,COI SPECIES DATABASE,,
ASV_1061,No match,COI SPECIES DATABASE,,
ASV_1062,No match,COI SPECIES DATABASE,,
ASV_1063,No match,COI SPECIES DATABASE,,
ASV_1064,No match,COI SPECIES DATABASE,,
ASV_1065,No match,COI SPECIES DATABASE,,
ASV_1066,No match,COI SPECIES DATABASE,,
ASV_1067,No match,COI SPECIES DATABASE,,
ASV_1068,No match,COI SPECIES DATABASE,,
ASV_1069,No match,COI SPECIES DATABASE,,
ASV_1070,No match,COI SPECIES DATABASE,,
ASV_1071,No match,COI SPECIES DATABASE,,
ASV_1072,No match,COI SPECIES DATABASE,,
ASV_1073,No match,COI SPECIES DATABASE,,
ASV_1074,No match,COI SPECIES DATABASE,,
ASV_1075,No match,COI SPECIES DATABASE,,
ASV_1076,No match,COI SPECIES DATABASE,,
ASV_1077,No match,COI SPECIES DATABASE,,
ASV_1078,Hypoponera punctatissima,COI SPECIES DATABASE,98.38,88.31
ASV_1079,No match,COI SPECIES DATABASE,,
ASV_1080,No match,COI SPECIES DATABASE,,
ASV_1081,No match,COI SPECIES DATABASE,,
ASV_1082,Fusarium redolens,COI SPECIES DATABASE,99.03,86.8
ASV_1083,Heteropoda venatoria,COI SPECIES DATABASE,100,90.64
ASV_1084,Ectopsocus hawaiiensis,COI SPECIES DATABASE,100,84.05
ASV_1085,No match,COI SPECIES DATABASE,,
ASV_1086,Heteropoda venatoria,COI SPECIES DATABASE,100,90.05
ASV_1087,No match,COI SPECIES DATABASE,,
ASV_1088,No match,COI SPECIES DATABASE,,
ASV_1089,No match,COI SPECIES DATABASE,,
ASV_1090,No match,COI SPECIES DATABASE,,
ASV_1091,No match,COI SPECIES DATABASE,,
ASV_1092,No match,COI SPECIES DATABASE,,
ASV_1093,No match,COI SPECIES DATABASE,,
ASV_1094,No match,COI SPECIES DATABASE,,
ASV_1095,No match,COI SPECIES DATABASE,,
ASV_1096,No match,COI SPECIES DATABASE,,
ASV_1097,No match,COI SPECIES DATABASE,,
ASV_1098,Penicillium citrinum,COI SPECIES DATABASE,98.31,94.92
ASV_1099,No match,COI SPECIES DATABASE,,
ASV_1100,No match,COI SPECIES DATABASE,,
