Query ID,Best ID,Search DB,,
ASV_1301,No match,COI SPECIES DATABASE,,
ASV_1302,No match,COI SPECIES DATABASE,,
ASV_1303,No match,COI SPECIES DATABASE,,
ASV_1304,No match,COI SPECIES DATABASE,,
ASV_1305,No match,COI SPECIES DATABASE,,
ASV_1306,No match,COI SPECIES DATABASE,,
ASV_1307,No match,COI SPECIES DATABASE,,
ASV_1308,No match,COI SPECIES DATABASE,,
ASV_1309,No match,COI SPECIES DATABASE,,
ASV_1310,No match,COI SPECIES DATABASE,,
ASV_1311,No match,COI SPECIES DATABASE,,
ASV_1312,No match,COI SPECIES DATABASE,,
ASV_1313,No match,COI SPECIES DATABASE,,
ASV_1314,No match,COI SPECIES DATABASE,,
ASV_1315,No match,COI SPECIES DATABASE,,
ASV_1316,No match,COI SPECIES DATABASE,,
ASV_1317,No match,COI SPECIES DATABASE,,
ASV_1318,No match,COI SPECIES DATABASE,,
ASV_1319,No match,COI SPECIES DATABASE,,
ASV_1320,No match,COI SPECIES DATABASE,,
ASV_1321,No match,COI SPECIES DATABASE,,
ASV_1322,No match,COI SPECIES DATABASE,,
ASV_1323,No match,COI SPECIES DATABASE,,
ASV_1324,No match,COI SPECIES DATABASE,,
ASV_1325,No match,COI SPECIES DATABASE,,
ASV_1326,Heteropoda venatoria,COI SPECIES DATABASE,100,90.8
ASV_1327,No match,COI SPECIES DATABASE,,
ASV_1328,No match,COI SPECIES DATABASE,,
ASV_1329,No match,COI SPECIES DATABASE,,
ASV_1330,No match,COI SPECIES DATABASE,,
ASV_1331,Heteropoda venatoria,COI SPECIES DATABASE,100,90.8
ASV_1332,No match,COI SPECIES DATABASE,,
ASV_1333,No match,COI SPECIES DATABASE,,
ASV_1334,No match,COI SPECIES DATABASE,,
ASV_1335,No match,COI SPECIES DATABASE,,
ASV_1336,No match,COI SPECIES DATABASE,,
ASV_1337,No match,COI SPECIES DATABASE,,
ASV_1338,Hasarius adansoni,COI SPECIES DATABASE,100,89.22
ASV_1339,No match,COI SPECIES DATABASE,,
ASV_1340,No match,COI SPECIES DATABASE,,
ASV_1341,No match,COI SPECIES DATABASE,,
ASV_1342,No match,COI SPECIES DATABASE,,
ASV_1343,No match,COI SPECIES DATABASE,,
ASV_1344,No match,COI SPECIES DATABASE,,
ASV_1345,Lamprolonchaea metatarsata,COI SPECIES DATABASE,100,90.2
ASV_1346,Cosmosciara perniciosa,COI SPECIES DATABASE,97.4,96.9
ASV_1347,No match,COI SPECIES DATABASE,,
ASV_1348,No match,COI SPECIES DATABASE,,
ASV_1349,No match,COI SPECIES DATABASE,,
ASV_1350,No match,COI SPECIES DATABASE,,
ASV_1351,Phisis holdhausi,COI SPECIES DATABASE,99.68,85.27
ASV_1352,No match,COI SPECIES DATABASE,,
ASV_1353,No match,COI SPECIES DATABASE,,
ASV_1354,No match,COI SPECIES DATABASE,,
ASV_1355,No match,COI SPECIES DATABASE,,
ASV_1356,Chonocephalus sp.,COI SPECIES DATABASE,99.68,80.26
ASV_1357,No match,COI SPECIES DATABASE,,
ASV_1358,No match,COI SPECIES DATABASE,,
ASV_1359,No match,COI SPECIES DATABASE,,
ASV_1360,No match,COI SPECIES DATABASE,,
ASV_1361,No match,COI SPECIES DATABASE,,
ASV_1362,No match,COI SPECIES DATABASE,,
ASV_1363,No match,COI SPECIES DATABASE,,
ASV_1364,No match,COI SPECIES DATABASE,,
ASV_1365,No match,COI SPECIES DATABASE,,
ASV_1366,No match,COI SPECIES DATABASE,,
ASV_1367,No match,COI SPECIES DATABASE,,
ASV_1368,No match,COI SPECIES DATABASE,,
ASV_1369,No match,COI SPECIES DATABASE,,
ASV_1370,No match,COI SPECIES DATABASE,,
ASV_1371,No match,COI SPECIES DATABASE,,
ASV_1372,Phisis holdhausi,COI SPECIES DATABASE,98.06,85.27
ASV_1373,No match,COI SPECIES DATABASE,,
ASV_1374,No match,COI SPECIES DATABASE,,
ASV_1375,No match,COI SPECIES DATABASE,,
ASV_1376,No match,COI SPECIES DATABASE,,
ASV_1377,No match,COI SPECIES DATABASE,,
ASV_1378,No match,COI SPECIES DATABASE,,
ASV_1379,No match,COI SPECIES DATABASE,,
ASV_1380,No match,COI SPECIES DATABASE,,
ASV_1381,No match,COI SPECIES DATABASE,,
ASV_1382,No match,COI SPECIES DATABASE,,
ASV_1383,No match,COI SPECIES DATABASE,,
ASV_1384,No match,COI SPECIES DATABASE,,
ASV_1385,No match,COI SPECIES DATABASE,,
ASV_1386,No match,COI SPECIES DATABASE,,
ASV_1387,Liposcelis decolor,COI SPECIES DATABASE,97.4,74.42
ASV_1388,No match,COI SPECIES DATABASE,,
ASV_1389,No match,COI SPECIES DATABASE,,
ASV_1390,No match,COI SPECIES DATABASE,,
ASV_1391,No match,COI SPECIES DATABASE,,
ASV_1392,No match,COI SPECIES DATABASE,,
ASV_1393,No match,COI SPECIES DATABASE,,
ASV_1394,No match,COI SPECIES DATABASE,,
ASV_1395,No match,COI SPECIES DATABASE,,
ASV_1396,No match,COI SPECIES DATABASE,,
ASV_1397,No match,COI SPECIES DATABASE,,
ASV_1398,No match,COI SPECIES DATABASE,,
ASV_1399,No match,COI SPECIES DATABASE,,
ASV_1400,No match,COI SPECIES DATABASE,,
