"","node_id","original_name","node_level","network_id","taxonomy_id","created_at","updated_at","taxonomy.id","taxonomy.name","taxonomy.ncbi","taxonomy.tsn","taxonomy.eol","taxonomy.bold","taxonomy.gbif","taxonomy.col","taxonomy.rank","taxonomy.created_at","taxonomy.updated_at","taxonomy"
"1",24785,"rotting wood","taxon",1495,5977,"2019-03-06T16:47:20.939Z","2019-03-06T16:47:20.939Z",5977,"Quercus",3511,19276,1151266,101009,NA,"576d098d770a39d09e2bcfa1c0896b26","genus","2019-03-06T16:46:06.210Z","2019-06-14T15:27:12.014Z",NA
"2",24787,"Entomobrya ligate","taxon",1495,5963,"2019-03-06T16:47:21.128Z","2019-03-06T16:47:21.128Z",5963,"Entomobrya ligata",1602985,99689,1022839,715608,2120783,"e709a122f51219bd8c8ae3a85b02da1d","species","2019-03-06T16:46:05.402Z","2019-06-14T15:27:11.447Z",NA
"3",24788,"Isotoma sensibilis","taxon",1495,5965,"2019-03-06T16:47:21.159Z","2019-03-06T16:47:21.159Z",5965,"Isotoma sensibilis",NA,99381,1017578,NA,5166934,"f7a2d1b04d468eef47a71b8ededed933","species","2019-03-06T16:46:05.554Z","2019-06-14T15:27:11.562Z",NA
"4",24790,"Podothrombium sp.","taxon",1495,6006,"2019-03-06T16:47:21.218Z","2019-03-06T16:47:21.218Z",6006,"Podothrombium",NA,NA,3207034,NA,NA,NA,NA,"2019-03-06T16:46:07.742Z","2019-06-14T15:27:13.721Z",NA
"5",24792,"Zetes sp.","taxon",1495,6008,"2019-03-06T16:47:21.280Z","2019-03-06T16:47:21.280Z",6008,"Acraea zetes",501963,733603,151069,152038,NA,"98f4ca3fa1e5b0971801feb9da090553","species","2019-03-06T16:46:07.860Z","2019-06-14T15:27:13.775Z",NA
"6",24794,"Pergamasus sp.","taxon",1495,5969,"2019-03-06T16:47:21.482Z","2019-03-06T16:47:21.482Z",5969,"Pergamasus",99228,NA,4318355,645562,NA,"72e98f095abd89aca60cbcbb967198f3","genus","2019-03-06T16:46:05.778Z","2019-06-14T15:27:11.669Z",NA
"7",24795,"Megisthanus sp.","taxon",1495,5970,"2019-03-06T16:47:21.512Z","2019-03-06T16:47:21.512Z",5970,"Megisthanidae",48836,NA,3192400,171857,NA,NA,NA,"2019-03-06T16:46:05.856Z","2019-06-14T15:27:11.724Z",NA
"8",24797,"mycetophilid larvae (undet.)","taxon",1495,6010,"2019-03-06T16:47:21.570Z","2019-03-06T16:47:21.570Z",6010,"Mycetophilidae",29035,121636,427,168441,NA,"d9c333df9eaba195d8c0c9c65a039027","family","2019-03-06T16:46:07.953Z","2019-06-14T15:27:13.830Z",NA
"9",24798,"cecidomyid larvae (undet.)","taxon",1495,1571,"2019-03-06T16:47:21.598Z","2019-03-06T16:47:21.598Z",1571,"Cecidomyiidae",33406,122975,488,1857,NA,"ade5ca7b6ce006fb7d48bc2bbcd0e234","family","2019-02-21T22:09:56.183Z","2019-06-14T15:21:25.522Z",NA
"10",24799,"dolicopodid larvae (undet.)","taxon",1495,6011,"2019-03-06T16:47:21.758Z","2019-03-06T16:47:21.758Z",6011,"Dolichopodidae",92558,136824,463,166663,NA,"5bd9c91da57e9f6f5a801b96f76e638e","family","2019-03-06T16:46:08.107Z","2019-06-14T15:27:13.891Z",NA
"11",24804,"pollen (undet.)","taxon",1495,6016,"2019-03-06T16:47:21.913Z","2019-03-06T16:47:21.913Z",6016,"Zaprochilus australis",NA,151642,859798,NA,NA,"4b1a0ad23c915fa62ac23be57e3803f9","species","2019-03-06T16:46:08.868Z","2019-06-14T15:27:13.945Z",NA
"12",24805,"Reticulitermes flavipes","taxon",1495,6017,"2019-03-06T16:47:22.057Z","2019-03-06T16:47:22.057Z",6017,"Reticulitermes flavipes",36989,623947,469521,104312,2007366,"ed50558054c7628cb2019914fd69db4a","species","2019-03-06T16:46:08.915Z","2019-06-14T15:27:14.005Z",NA
"13",24806,"Parcoblatta sp.","taxon",1495,5979,"2019-03-06T16:47:22.082Z","2019-03-06T16:47:22.082Z",5979,"Parcoblatta",37812,102418,63528,2323,NA,"7479d26ece158f402553ea406516a004","genus","2019-03-06T16:46:06.356Z","2019-06-14T15:27:12.121Z",NA
"14",24807,"Tachyta nana","taxon",1495,5980,"2019-03-06T16:47:22.107Z","2019-03-06T16:47:22.107Z",5980,"Tachyta nana",931308,109678,1036285,282717,1035556,"95d1eef89ec4d50b31fcefd5dadcc8da","species","2019-03-06T16:46:06.404Z","2019-06-14T15:27:12.174Z",NA
"15",24810,"Coproporus ventriculus","taxon",1495,6019,"2019-03-06T16:47:22.187Z","2019-03-06T16:47:22.187Z",6019,"Coproporus ventriculus",1542148,NA,3393315,529943,8011518,"08f993c814467e1d0371344f5a0b7fb4","species","2019-03-06T16:46:09.228Z","2019-06-14T15:27:14.068Z",NA
"16",24812,"Actium sp.","taxon",1495,6021,"2019-03-06T16:47:22.365Z","2019-03-06T16:47:22.365Z",6021,"Actium",1709645,690825,92065,574210,NA,"f603bc30134728bef2f7ae612dd12682","genus","2019-03-06T16:46:09.666Z","2019-06-14T15:27:14.121Z",NA
"17",24813,"Epierus regularis","taxon",1495,6022,"2019-03-06T16:47:22.398Z","2019-03-06T16:47:22.398Z",6022,"Epierus regularis",NA,728686,1173631,489514,1044765,"7793fb745eb8740fa1e66ae71dd3bc01","species","2019-03-06T16:46:09.832Z","2019-06-14T15:27:14.174Z",NA
"18",24814,"Epierus sp.","taxon",1495,6023,"2019-03-06T16:47:22.426Z","2019-03-06T16:47:22.426Z",6023,"Epierus",154175,728586,110520,489512,NA,"8f6da42a0dfda20fa00b369556ba4749","genus","2019-03-06T16:46:10.107Z","2019-06-14T15:27:14.227Z",NA
"19",24815,"Platysoma lecontei","taxon",1495,6024,"2019-03-06T16:47:22.455Z","2019-03-06T16:47:22.455Z",6024,"Platysoma leconti",NA,728715,538501,548575,4990291,"822ce364c3b96088bc4779ad0ee42507","species","2019-03-06T16:46:10.168Z","2019-06-14T15:27:14.281Z",NA
