Query ID,Best ID,Search DB,,
ASV_101,No match,COI FULL DATABASE (includes records without species designation),,
ASV_102,Smeringopus pallidus,COI FULL DATABASE (includes records without species designation),100,81.55
ASV_103,No match,COI FULL DATABASE (includes records without species designation),,
ASV_104,No match,COI FULL DATABASE (includes records without species designation),,
ASV_105,No match,COI FULL DATABASE (includes records without species designation),,
ASV_106,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),99.68,90.53
ASV_107,Pycnoscelus surinamensis,COI FULL DATABASE (includes records without species designation),100,85.76
ASV_108,No match,COI FULL DATABASE (includes records without species designation),,
ASV_109,No match,COI FULL DATABASE (includes records without species designation),,
ASV_110,No match,COI FULL DATABASE (includes records without species designation),,
ASV_111,Neurospora crassa,COI FULL DATABASE (includes records without species designation),97.41,84.04
ASV_112,No match,COI FULL DATABASE (includes records without species designation),,
ASV_113,Lepidodactylus lugubris,COI FULL DATABASE (includes records without species designation),100,81.25
ASV_114,No match,COI FULL DATABASE (includes records without species designation),,
ASV_115,No match,COI FULL DATABASE (includes records without species designation),,
ASV_116,No match,COI FULL DATABASE (includes records without species designation),,
ASV_117,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.94
ASV_118,No match,COI FULL DATABASE (includes records without species designation),,
ASV_119,Orthoptera,COI FULL DATABASE (includes records without species designation),100,86.08
ASV_120,No match,COI FULL DATABASE (includes records without species designation),,
ASV_121,No match,COI FULL DATABASE (includes records without species designation),,
ASV_122,No match,COI FULL DATABASE (includes records without species designation),,
ASV_123,No match,COI FULL DATABASE (includes records without species designation),,
ASV_124,No match,COI FULL DATABASE (includes records without species designation),,
ASV_125,No match,COI FULL DATABASE (includes records without species designation),,
ASV_126,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),100,90.95
ASV_127,No match,COI FULL DATABASE (includes records without species designation),,
ASV_128,No match,COI FULL DATABASE (includes records without species designation),,
ASV_129,No match,COI FULL DATABASE (includes records without species designation),,
ASV_130,Orthoptera,COI FULL DATABASE (includes records without species designation),100,85.76
ASV_131,Smeringopus pallidus,COI FULL DATABASE (includes records without species designation),100,81.94
ASV_132,Pycnoscelus surinamensis,COI FULL DATABASE (includes records without species designation),100,86.21
ASV_133,Arthropoda Insecta ,COI FULL DATABASE (includes records without species designation),100,82.03
ASV_134,No match,COI FULL DATABASE (includes records without species designation),,
ASV_135,No match,COI FULL DATABASE (includes records without species designation),,
ASV_136,Heteropoda venatoria,COI FULL DATABASE (includes records without species designation),99.68,90.53
ASV_137,Mus musculus,COI FULL DATABASE (includes records without species designation),99.64,99.03
ASV_138,No match,COI FULL DATABASE (includes records without species designation),,
ASV_139,Mus musculus,COI FULL DATABASE (includes records without species designation),100,99.03
ASV_140,No match,COI FULL DATABASE (includes records without species designation),,
ASV_141,Diploptera punctata,COI FULL DATABASE (includes records without species designation),100,82.52
ASV_142,No match,COI FULL DATABASE (includes records without species designation),,
ASV_143,No match,COI FULL DATABASE (includes records without species designation),,
ASV_144,2012,COI FULL DATABASE (includes records without species designation),99.35,89.97
